class,text
pos,"I almost feel nervous giving the Album 'just' four and a half out of five, but I'll try and justify it as best I can. Perhaps the Songs have become so timeless, some of them from my own early childhood recollection (Yellow Submarine) I was aware of certain tracks before giving the Album a listen as a whole, so I subsequently feel the occasional temptation to skip certain ones. I also sense that the keenness from the group to experiment and push boundaries musically (which should only ever be commended in any case) perhaps detracts focus as to what sounds exactly they're trying to achieve here. I'm not saying the album sounds confused, but there are certainly a lot of cooks stirring the pot here (for want of a better phrase) which to me signifies contention and perhaps even slightly reluctant toleration of input from certain members. I understand that all of these are potentially (probably are in fact) exactly what makes this Album great, and maybe I should be interpreting the Album as a pioneering Audio experience rather than a Band simply putting out another Record. It's literally my favorite Beatles Album, feels a bit weird saying so after all that."
pos,"After all these years, this still seems like, song for song, the best album of the rock era. It was also the real watershed in The Beatles career, even if Sgt. Pepper had a deeper cultural resonance. The true great leap forward that ushered in an era, for better or for worse, of ""important"" rock albums."
pos,"I don't think I've ever seen a bad review of this album and I'm not about to buck the trend. The only song I could do without is Dr. Robert - but that's just a matter of personal preference. If you were looking for a perfect album, this is it.

I think this album also tends to mark the beginning of the shift from John as the dominant personality in the band to Paul. While John is by no means a secondary talent when compared with other contemporary artists, Paul emerges on Revolver as the stronger talent and I don't know that he ever relinquishes his hold within the band from this point forward."
pos,"I don't think I've ever seen a bad review of this album and I'm not about to buck the trend. The only song I could do without is Dr. Robert - but that's just a matter of personal preference. If you were looking for a perfect album, this is it.

I think this album also tends to mark the beginning of the shift from John as the dominant personality in the band to Paul. While John is by no means a secondary talent when compared with other contemporary artists, Paul emerges on Revolver as the stronger talent and I don't know that he ever relinquishes his hold within the band from this point forward."
pos,"Ha! They don't remember recording this one! Wheeeeeee! Our parent's generational poster-boys begin their long and winding trip through the newspaper taxis and the first taste is a dark one. The cover for this record is just about a perfect representation of what's inside...kinda confused and morphing, but still recognizable as coming from the throbbing melodic centres that the previous stuff was excreted from. Take, what I consider to be the quintessential Revolver song, 'Elenor Rigby', which contains nary a single normal rock instrument. It's all done by strings! That's right! The things your 5th grade orchestra class couldn't stop sounding like cats having their dermis torn from their subcutaneous muscle! And its all about sad and lonely old people and the weird rituals they go through to keep from feeling useless. Happy!

Now they do something interesting here (like they ever don't) ona few tracks, and take their Rubber Soul R&B/folk mix and fuse it! What a great idea! Like 'I'm Only Sleeping'...that strumming is pure folk rock (just slowed waaaaaaaay down) but that singing is pure Motown, man. 'Here, There, and Everywhere' does a lot of the same thing, but this time the singing is from the mid 50's doo-woppers rather than the mid-60's dancehall champions. Oh, 'Good Day Sunshine' is pure Lovin' Spoonful-esque cute optimism (thanks for the ray of light, Paul) folk rock, and 'For No One' is pure bummer folk-rocking, and 'Got To Get You Into My Life' is just 100% honkin' soul, so not everything undergoes 'the change', and really, all those songs I just listed are equally triumphant in my book.

For the songs that go way out to the Oort cloud, I shall nominate, but of course, 'Tomorrow Never Knows' as the top Beatles psychedelic song ever. And one of their top songs ever, period. And why? Take those backwards bird caws, that perfectly insistent, heaving funk beat, John's 'turn on your mind, relax, and float downstream' and 'love is all and love is everyone' and I see, IMHO, that all of their further psychedelia was simply attempting to recapture this peak. They never did it this cool again, not even on 'Strawberry Fields' OR 'A Day In The Life' OR 'LSD'. There's also 'She Said She Said', about Peter Fonda's acid trip, and its okay...but it's sorta just another song, you know? And 'Dr. Robert' is even more MOR than that. Bo-ring. For the Beatles. A highlight for 90% of the bands out there.

George's opening 'Taxman' is interesting, though, for besides it's itchy rocking nag, it also holds a sort of conservative social message (a Beatles first, both the social message and the conservative part, which was probably also a Beatles last). Weird huh? Maybe George should have run for MP on the Tory ticket. George's other weird tune on here is 'Love You Too', showing how far he's coming with those raga lessons on that sitar. But you know what? It rocks too, and not in spite of its Indian fetishism but because of it."
pos,"Revolver is a true work of genius, tackling both adventurous and more mundane material and excelling at both. The experimentation never hinders the melodies, rather enabling the melodies to go in new directions never thought possible, transcending the medium as a whole. Bereft of filler and infused with a healthy dose of the Beatles' special magic, Revolver is a timeless classic, a masterpiece that still sounds just as fresh today as it did decades ago, with Tomorrow Never Knows somehow sounding just as cutting edge as it had at its initial creation. For both innovation and melody Revolver can't be topped, making the album not only one of the Beatles' finest but likewise one of the greatest albums of all time."
pos,"Forgive me if I gush a bit too much in this review, but I'll just have to make this clear up front. This here album is, BY FAR, my favorite album of all time. PERIOD. When I took this sucker home after getting it from Best Buy and listened to it breathlessly four times straight before having to go, I knew from that point onwards that I would never again feel guilty about loving the Beatles. Anyways, I've tried to avoid going into too much detail about individual songs in the rest of my reviews for the group, but because I am scared that somebody might not actually be totally familiar with this simply amazing work of art, please allow me this indulgence.

In any case, if you don't agree with me giving the highest Beatles rating to Revolver, that's fine. Anything from Rubber Soul through Abbey Road is fine by me. But, I will tell you what I feel pushes Revolver over the top. While the individual songwriting abilities of the Fab 4 had yet to peak, this is the last time that I hear them truly functioning as a band. Sure, the bickering wouldn't start until The Beatles, but this was the last album where the band didn't have a true 'leader', if you get my drift. And with all of these monumental songwriting forces combined into one (along with producer George Martin, who deserves a TON of credit for this album), it should be little wonder that they produced such an incredible masterpiece. And with that I close. Amen."
pos,"Rubber Soul may be their first attempt on a more sober and complete album, but Revolver was clearly the departing point. Here, they find no limits to their creativity, expanding their ideas, breaking boundaries and find different perspectives and approaches to music. They started to use the studio as instrument, particularly using samples and loops, which was completely new at that time. But it was not only their approach which was different. Their sound was changing. They were rocking harder then before. And the mix of these two aspects result in their most psychedelic album. There are some highlights in this album (which rank quite high in their career as well), and fantastic individual performances. Ringo inventive percussion on ""She Said She Said"" is absolutely amazing and Harrison's guitar is incredibly tight, detailed and impeccable. John Lennon shines on ""Tomorrow Never Knows"" with his psychedelic deliver and Paul McCartney shows why he is probably the best melodicist ever on ""Got To Get Into My Life"". It may not be their best album, but it is their most adventurous, psychedelic and guitar driven one."
pos,"Another complete breakthrough by the Beatles - earlier advances were steady and significant but predictable, paralleled by those of other artists like Dylan and the Beach Boys. Revolver isn't as carefully crafted and relentlessly tuneful as Pet Sounds, but it's even more important, pushing the sonic boundaries of rock farther than any other LP in history. The Beatles combine startling studio wizardry (""Tomorrow Never Knows"") with inventive lyrical themes (John's ""I'm Only Sleeping"" and ""She Said She Said"") and unusual instrumentation (George's ""Love You Too"" - which kicked open rock's door to Eastern music). Paul is in top form (""Eleanor Rigby""; the brassy ""Got To Get You Into My Life""), George contributes the fantastically funky and ominous ""Taxman,"" and, of course, there's everyone's all-time favorite sing-along novelty tune - ""Yellow Submarine."" The single that immediately preceded Revolver (""Paperback Writer""/""Rain"") ranks with anything the Beatles ever did."
pos,"While Pepper would come to be regarded as a more culturally significant album, it wouldn't have been possibly without Rubber Soul and particularly Revolver. The only slight pity, at least for the band's personal artistic integrity, is that this turned out to be the final Beatles release that Dave Dexter would put his grubby meddling paws on. The Fab Four made sure that all changed from here on."
pos,"My favorite album by the Beatles. I really can't say there isn't a song that I don't like. Norwegian Wood is probably my favorite on the album. I just like the overall feel of the album. To me, every song is a classic. You can't go wrong with this album."
pos,"Rubber Soul was a turning point in the development of the Beatles, and sixties music generally. Faced with stiff competition from the likes of Dylan, the Beatles knew they had to abandon their earlier pure girly pop, and start to make music with more depth and substance to it. Rubber Soul contained the first excursions in that new direction, but still maintained the catchy and memorable nature of their earlier work.

What's remarkable about this album is that it sounds like it was written as an album, not just a collection of hits with fillers added to make up space. There's not one duffer on this album, every song is good and contributes something. Right from the beginning you can hear a change in their song format - songs were about something other than just love all the time (some of them contained humour, very unusual in pop at that time), and experimentation in musical style abounds. ""Drive My Car"" is a song not about love, but about ambition and materialism; it has the lads singing sound effects (beep beep) and a funny story with a punchline even (""I've got a driver, and that's a start.""). ""Norwegian Wood"" is about revenge (Lennon later said that when he lit the fire, it was the house that was set aflame ""isn't it good, Norwegian wood""), while ""Run For Your Life"" is about murderous revenge (Lennon was later sorry about this song, as it really is very misogynistic, but I suppose he made up for it later with ""Woman""). Many of the themes were quite thoughtful - ""Think For Yourself"" is self explanatory, while ""The Word"" forsees the psychadelia and the summer of love yet to come.

Musically, the Beatles began to try out different things - sitar on ""Nowegian Wood"", powerful fuzz bass on ""Think For Yourself"", a harpsichord solo on ""In My Life"" (and very pleasant it is too)! ""Michelle"" is a fabulous ballad from McCartney with French overtones, while Lennon went for a more German sounding ""Girl"", clearly feeling the competition from McCartney's song. But the Beatles' earlier sound isn't missing either - the chiming guitars, the tambourine, the harmonics, can all be heard on songs like ""You Won't See Me"", and Harrison's ""If I needed Someone"".

Overall, this is a great album, full of catchy but interesting songs, the Beatles at the very peak of their songwriting and musical powers. This album acts as an interface between the early and later periods, and combines the best of both. If you haven't got Rubber Soul, your collection isn't complete!"
pos,I just want to say that this is my first Beatles album I got today and the album is really great!
pos,"US or UK version? I think no other lp in the Beatles canon illustrates this debate more clearly than here. Both versions are great, but also different in feel. The UK's version has 4 unique songs ""Drive My Car"", ""Nowhere Man"", ""What Goes on"" & ""If I Needed Someone"". Left on the UK version, you have basically the next great Beatles rock lp. Those songs were cut & saved for the later US lp ""Yesterday & Today"" and in their place the Sides openers became ""I've Just Seen a Face"" & ""It's Only Love"" for the US lp. With the rockier songs cut, the US lp had a coherently folk-rock acoustic feel, setting a distinct mood.

Many prefer the US version. I think re-inserting George's ""If I Needed Someone"" to the US lineup would make the perfect Rubber Soul. Whatever configuration, these are peak first period Beatle songs & it's nice to shuffle them up a bit for repeated listening."
pos,"The Beatles returned from the US, partly psychedelicised, having been heavily influenced by Bob Dylan and the emerging folk rock scene. ""Nowhere Man"" sounds like it could be a Byrds Song and you can hear the influence of Dylan all over the album. Indian music had been influencing Jazz music in the US for some time, American rock stars were influenced by Jazz and Harrison picked up the Sitar in the US, making ""Norwegian Wood"" one of, if not the first pop tune to use the instrument. This album is rated highly on best ever lists, but amongst classics like ""Drive My Car"", ""Norwegian Wood"", ""Nowhere Man"", ""Michelle"", ""Girl"" and ""In My Life"" there are plenty of ephemeral, unmemorable tunes, rushed out to get the album released in time for the Xmas market, that either weren't any good in the first place (""What Goes On"") or that haven't aged well. That said, it's an important bridge between ""Help"" and ""Revolver""."
pos,"Rubber Soul is a giant leap forward for not only The Beatles, but the entire rock world. Expanding upon their sound, their words, and their use of the studio, this is the first album that sounded serious and exploratory in so many areas. An amazing degree of sophistication in not only the music but the lyrics. John and Paul are clearly exploring different avenues as musicians/writers, and those directions would expand on their unique gifts. George is becoming a much more creative force within the band and his musical expansion gives Rubber Soul such a diverse flavor. Ringo does sing What Goes On, but his timekeeping skills only help to enhance the overall sound of he and his bandmates. Key tracks are Drive My Car, Norwegian Wood (This Bird Has Flown), Nowhere Man, Michelle, I'm Looking Through You, In My Life, and If I Needed Someone."
pos,"The Beatles had already made five fantastic albums, and it couldn't last - or could it? Yes it could! They even even made their best album with their sixth album RUBBER SOUL. The first Beatles album which was one of the BIG 5 albums. ""In My Life"" is my favorite Beatles song. ""Norwegian Wood"", ""You Drive My Car"", ""Michelle"" etc. In fact, I could list all the 14 songs from this album - they all are great songs. This is a perfect album. They had made more sophisticated pop with the album HELP! and it was time to make their peak album, a landmark."
pos,"""Rubber Soul"" marked a new period of development for The Beatles, illustrated by the sitar leads on ""Norwegian Wood,"" the harpsichord effect on ""In My Life,"" and Lennon's character portrait of ""Nowhere Man."" It exhibits not only a love for R&B, but also for the burgeoning folk-rock scene and exploding counter-culture. By 1965, the band was spending longer hours at the studio as both a refuge from the increasingly excitable outside world and as a place where their imaginations could flourish. As a result, ""Rubber Soul"" is a culmination of great depth, focus, and sophistication to create a startlingly original album."
pos,"The Beatles 6th studio album is without a doubt the most mature record of theirs. It shows the group moving on from the days where their albums were still great but filled with generic love songs and covers to more thoughful songs like ""Nowehere Man"" and ""Think For Yourself"" or songs that seem like love songs but have a dark humorous twist to them like ""Drive My Car"" and ""Norweigan Wood"" for example. Rubber Soul also marks the start of Paul McCartney's style of extremely meoldic bass playing that can't be ignored while listening (there are some earlier examples but most are singles like ""She's A Woman"") it adds a fun and enjoyable element to the listening experience, In addition to George Harrison's 12-string guitar folk rock playing style instead of his previous Carl Perkins style of playing that peaked in the Beatles earlier tracks, this album has very much a folk rock vibe to it which is quite a change from what we've been used to in terms of the Beatles. You can really feel the influence from The Byrds 1965 record ""Mr. Tambourine Man. Fantastic album, one of my favourites of all time, never not worth a listen."
pos,"Here we get the beginning of the Beatles musical renaissance. This is their only full on entry into folk, and it is utter perfection and a unique item in their catalog, despite not actually straying THAT far from their earlier sound. Before this point the Beatles were basically all about writing whatever song would sell, by now they conquered that market and got bored so they decided to perfect the art of making music and expand horizons. Here they dip their feet in the water before going head first on their next LP.

It's still clear at this point that John in the leader of the band, in position and songwriting ability. John delivers what are the two best songs in my opinion, ""In My Life"" which has a fantastic piano solo played by George Martin, and the absolute classic ""Nowhere Man"" the Beatles second song not to address love and it is strikingly personal. John was confused as to his direction in life and after a long writers block awoke at night with the song formed in his head. The harmonies in the song are also fantastic. Many people like to take issue with ""Run For Your Life"" (including John) due to its misogynistic lyrics, but it works for me for two reasons. Number one, it's aggressive lyrics make it stand out from their other 'I Love You' songs (and the lyrics in these songs lets face it are mostly secondary concerns anyways) and two, John was an angry jealous person, and that shows in these lyrics, making this one of the more personal Beatle-mania songs. Then there's ""Norweigan Wood"" with its sitar usage making it an anomaly, and it's no secret Lennon was on another level.

That's not to make it seem like John is the only pulling force however, as there are truly no bad songs as everyone in the Fab Four gets at least one highlight. Paul has ""Michelle"", where McCartney is right in his wheelhouse, recording sweet and soft love songs. ""I'm Looking Through You"" also has some fine guitar work. George contributes two tracks, one with some interesting fuzz bass (""Think For Yourself"") and another with a strong guitar riff (""If I Needed Someone"") much like his tracks on Help! they blend in with the Lennon-McCartney tracks as George had yet to carve himself a unique identity. Ringo gets ""What Goes On"" which lets Ringo do what he does best, excel as the sympathetic loser while the rest of the Beatles sing glorious harmonies. Even though ""Wait"" was a leftover from the Help! sessions, nothing sounds out of place and every song is worthwhile.

Despite all this, from my searches online Rubber Soul seems to be an underdog as a candidate for the Beatles best album, and my guess is that it's too artsy for the elderly crowd who doesn't care for their experimental days, but not revolutionary enough for those who admire the Beatles ability to change the world of music. But straddling these lines is what makes the album so charming. For most bands, this would be a career highlight, for the Fab Four, it was just another stepping stone to greater feats."
pos,"Almost entirely unlike anything The Beatles had done previously, Rubber Soul is a superior album that finally embraces intelligent songwriting, unique tonal blends, and subtle psychedelic tendencies over the lovey-dovey material of before."
pos,"After three years, five albums, two movies, and a fist full of ground breaking singles, the Beatles had changed pop music and rock and roll and how it was made. Astonishingly, they would spend the next two years wiping this progress clean and changing it all AGAIN. And this is the starting point for that phase in their career. 

The group would start exploring lyrical themes that went beyond boy/girl relationships here. John Lennon's songs especially would reach a new level of introspection thanks to tracks like ""Nowhere Man"" and the touching future elegy ""In My Life"". George Harrison's songwriting was improving; ""Think For Yourself"" was lyrically important in the context of his solo career as it depicts a struggle from a lack of spirituality before it became a part of his life, and ""If I Needed Someone"" has a strong Roger McGuinn influence. 

The most notable thing about this album as a whole is the expansion of the group's sonic palette. They had flirted with unusual instrumentation as far back as ""Don't Bother Me"" on their second album, but here all sorts of new things are tried. Of course, it's the first instance of sitar in a pop song in ""Norwegian Wood (This Bird has Flown)"" after the scene in the movie Help! where a sitar group performs the song ""A Hard Day's Night.. French-inspired guitar lines decorate Paul McCartney's ""Michelle"". George Martin's piano overdub sped up to sound like a harpsicord in ""In My Life"". The piano sound was heavily compressed on ""The Word"". A fuzz box was attached to Paul's bass on ""Think for Yourself"". Yet even these experiments were lightweight compared to what was to come. 

Influentially, this album was starting to show rock groups that the album could be used to make a strong statement, and Brian Wilson took notice and delivered his own ""Pet Sounds"" as a direct answer. But this was only the start of what could be done in a recording studio given some magnetic tape and a little imagination."
pos,"The album that blew Brian Wilson's mind, Rubber Soul was the album that saw The Beatles breaking away from the good time Beatlemania sounds of their previous records. Granted they had already begun that process on their previous two records, and they still manage to provide a nice good time for a good part of the record, Rubber Soul has them being a lot more reflective, personal, and exploratory such as through the usage of sitar on the lovely, reflective ballad Norwegian Wood (This Bird Has Flown), the gritty soul vibes of Drive My Car, the funky rhythms and proto-flower power lyrics of The Word, the mature, baroque inspired life reflection of In My Life (of which, a cover version by Chantal Kreviazuk would later be used as the theme song to the late 90's and early 2000's era TV drama series Providence), and the utterly striking and revealing Run for Your Life, where John Lennon borrows lyrics from the rockabilly classic Baby Let's Play House to express his envious, violent character at the time (during which he infamously beat his first wife, Cynthia, something he openly admitted to doing later in life) where he waxes veiled threats through lines such as ""I'd rather see you dead girl, than with another boy"" while explicitly stating that he's ""a wicked chick,"" so naturally the albums ends on a rather unnerving note, something The Beatles had never done before. That being said, Rubber Soul is a major classic of 60's pop and deserves it's place as such for it's brilliance and influence."
pos,"The mystery that is The Beatles, with their hundreds of albums spanning a whole generation of time is slowly unravelling and dissolving in this tireless journey of mine. In fact, the group had only 13 albums recorded in just 7 years of its entire existence, and Rubber Soul is already their sixth, so I'm basically halfway through The Beatles! The 1001 Albums You Must Hear Before You Die skipped ""Beatles for Sale"" (1964) and ""Help!"" (1965) - I suppose they wouldn't pick every single album from the English band. Rubber Soul comes out swingin' with the use of new and unconventional instruments in rock, such as harmonium, fuzz bass, and most notably, the Indian sitar on ""Norwegian Wood (This Bird Has Flown)"" [and plenty of cowbell and maracas on other tracks]. By now The Beatles began moving away from their love themes, incorporating some philosophical messages into their songs, no doubt attributed to their by now ""habitual use of marijuana"", with Lennon himself referring to Rubber Soul as ""the pot album."" Maybe all this grass also caused some paranoia that started to strain the relationship between John and Paul. Just you wait, LSD is coming! We are also beginning to see the mastery of an album format (as opposed to a collection of singles, or just covers) with the band's only second album with all original material. The title is a reference to a phrase ""plastic soul"" which was a coined term for soul music written and performed by white musicians. Wouldn't you know?"
pos,"Representing a giant artistic leap ahead both musically and lyrically for the Beatles, Rubber Soul took some of the subtler signs of maturity under the surface of A Hard Day's Night and ran with it on a riskier but entirely successful musical adventure. From a musical composition perspective, they began incorporating elements of cabaret, classical, folk, hard rock, and early psychedelia into their unmatched sense of pop songwriting. The instrumentation had branched out too, with piano, sitar, and a simulated harpsichord sound all prevalent on selected tracks. Lyrically, the songs were beginning to take a more reflective look at adult love, as opposed to the simple joys of holding hands. The aggressive ""Run For Your Life"" even threatens to murder a cheating lover, something that must have been astonishing to the those who were fans of the ""She Loves You Yeah Yeah Yeah"" days. Some of the Beatles' most timeless songs are present, but even more importantly, Rubber Soul showed the world of pop music that new possibilities awaited as the late 1960s approached."
pos,"Rubber Soul is the perfect combination of every great aspect of the Beatles. Many Beatles songs can feel slightly formulaic (i.e. their Beatlmania songs) or a bit too progressive (Revolver and beyond), yet Rubber Soul strikes a perfect balance with solid Rock/Folk performance accompanied by unique lyrics. Though the instrument selection is not as innovative as Sgt. Pepper?s, there?s a good amount of experimentation from the sitar in ?Norwegian Wood? to the subtle thumping of a matchbox in ?I?m Looking Through You?. The lyrics set a very melancholy tone that isn?t quite as obvious as the White Album. Sure, there are still songs about love, but there?s a lot more hesitance and sadness than their British Invasion era songs. ?Girl? and ?Michelle? discuss feelings of romantic detachment while ?In My Life? and ?Nowhere Man? reminisces what one has (or hasn?t) done with their life. The album is like a coming of age story and in this way acts as a great segue between the band?s pop albums to their more poetic and abstract albums. This transition is most clear on the album?s closer, an anti-love song telling a girl to ?Run For Your Life?. Quite a shocker from a band who wanted to hold your hand! It is one of the Beatles? finest pop, folk and psychedelic albums."
pos,"Rubber Soul, in case you can't read, refers to Soul Music, which was currently plaguing Britain so many moons ago in 1965, causing small children to do the 'popcorn' and the 'mashed potatoes' instead of their 'homework' as you and I well know they should be. And The Beatles got caught in the Soul Fog themselves (thankfully!) before going home down Folk Rock Way and ending up on Ballad Avenue like they'd planned. And dig that new car they're driving around...it's got all these bells and whistles on it like sitars and organs and stuff. That mechanic of theirs, that George Martin sho nuff is a mechanical wizard, you know. But thank God the Beatles know how to use all those aftermarket parts correctly. God knows what would happen if the Herman's delinquents got ahold of that stuff."
pos,"In which the first foot finally becomes firmly embedded in the muddy banks of that other shore.

Best song: NOWHERE MAN

It's all in the title, man - it's all in the title. Not that the title actually means anything (apparently it's Paul's periphrasing of ""plastic soul"", which has little to do with the record contents either), but like John once said, it's just the first Beatles album where they actually thought about an appropriate title. And an appropriate photo, might I add - perfectly attuned to the trippy clouds gathering on the horizon. That's about all that can be said about the album's supposed conceptualism, but it ain't that insignificant, either.

For many people, Rubber Soul has sort of become the quintessential Beatles record because it's exactly midway through the ""early"" and the ""late"" phases of their career. I don't quite feel that way because, although I have no problems with the band combining styles and genres on their albums, I do have a problem with ""lightweight"" stuff sitting right next to the ""heavyweight"" stuff; in the Beatles case, I usually prefer them separately. (And by ""lightweight"" stuff I do mean 'Wait' and 'You Won't See Me', but not 'Yellow Submarine', so there). But nitpicking is one thing, and joining the ""sheepherd"" loudly baahing out that with Rubber Soul, the Beatles In Rock have arrived is another. So count me in, good shepherd."
pos,"Rubber Soul is a true masterpiece, and one of the greatest albums in rock history. Marrying the immaculate melodies of albums like A Hard Day's Night to more ambitious songwriting, arrangements and production, the Beatles crafted an LP far ahead of its time and accordingly one of the most influential albums of its era. While it would be an egregious mistake to dismiss its predecessors as inconsequential childish fluff, the Beatles didn't truly come into their own until Rubber Soul, when they elevated themselves from mere rock stars to four of the most significant, pioneering figures in musical history."
pos,"I must confess that, silly me, I didn't much like this album the first couple of times I heard it. Oops. Needless to say, time has corrected this little mistake and allowed me to recognize this album for both the masterpiece it is and as a huge quantum leap forward from Help!. Regardless of what happened, whether Paul actually died of a car accident and was replaced by look-alike William Campbell (one of the weirdest Beatles legends), or whether they all had some sort of religious transformation while in India, or if they finally got some high-quality weed, the fact of the matter is that after this album, rock would never be the same.

If you consider this the best Beatles album, I have no problem with that. This is actually my brother's favorite, and really, the melodies are fantastic from start to finish. I do feel somewhat bad not giving it a perfect score, but it gets as high of a 5 stars as any album is capable of getting. And just think, they only got better ... What a band.
"
pos,This to me is a Beatles greatest hits. I love every song off this album.
pos,"""Rubber Soul"" is a pleasingly expressive record, more notable for the advances in the song writing of McCartney (he's less sentimental) and Lennon than it is as a completely satisfying musical statement; although Lennon's introspective turn was first heard on the ""Beatles For Sale"" LP from the preceding year. The playing on ""Rubber Soul"" is the Beatles' most assured since ""A Hard Day's Night"", and a number of the songs are exceptionally strong (Drive My Car; Norwegian Wood; Nowhere Man; In My Life; If I Needed Someone; Michelle; Girl), although these sit alongside a handful of less memorable, but well-performed compositions (You Won't See Me; Think For Yourself; The Word; I'm Looking Through You; Wait) and a couple of duff tracks (What Goes On; Run For Your Life). Much has been made of the sparseness of the recordings and production on ""Rubber Soul"". But it has to be said that the Beatles owe Bob Dylan (and the Byrds) a huge debt on this album; and any advances in this direction were short-lived and transitory anyway, swallowed up as they were by the phantasmagoria of sounds and confusion of themes on ""Revolver"", and all the Beatles' subsequent album releases."
pos,"The beginning of a very interesting, very unexpected, and very peculiar musical journey."
pos,14 gems and a turning point in music...the concept album is born...and a special personal album for me
pos,"What I like most about this album is how it coheres, despite the new diversity in word and sound."
pos,"The best 60s rock album produced up to this point, which is saying a lot - there was in fact some stiff competition (e.g., The Beach Boys Today). Although the Beatles were still often sticking to their tried-and-true love song format (the cutesy ""Drive My Car""; Paul's ""You Won't See Me"" and ""Michelle""), John is experimenting with anthems (""The Word,"" which summarizes the whole flower power movement two years before it even happened), as well as highly personal, almost diary-like sketches that rank among his most popular work (""Norwegian Wood (This Bird Has Flown),"" the first prominent rock record to feature a sitar; the devastating ""In My Life""). It's all solid; even John's insecurely misogynistic ""Run For Your Life"" features a great vocal. The simultaneously released single (""We Can Work It Out""/""Day Tripper"") was arguably their best to date."
pos,"With Revolver, the Beatles made the Great Leap Forward, reaching a previously unheard-of level of sophistication and fearless experimentation. Sgt. Pepper, in many ways, refines that breakthrough, as the Beatles consciously synthesized such disparate influences as psychedelia, art-song, classical music, rock & roll, and music hall, often in the course of one song. Not once does the diversity seem forced -- the genius of the record is how the vaudevillian ""When I'm 64"" seems like a logical extension of ""Within You Without You"" and how it provides a gateway to the chiming guitars of ""Lovely Rita."" There's no discounting the individual contributions of each member or their producer, George Martin, but the preponderance of whimsy and self-conscious art gives the impression that Paul McCartney is the leader of the Lonely Hearts Club Band. He dominates the album in terms of compositions, setting the tone for the album with his unabashed melodicism and deviously clever arrangements. In comparison, Lennon's contributions seem fewer, and a couple of them are a little slight but his major statements are stunning. ""With a Little Help From My Friends"" is the ideal Ringo tune, a rolling, friendly pop song that hides genuine Lennon anguish, … la ""Help!""; ""Lucy in the Sky With Diamonds"" remains one of the touchstones of British psychedelia; and he's the mastermind behind the bulk of ""A Day in the Life,"" a haunting number that skillfully blends Lennon's verse and chorus with McCartney's bridge. It's possible to argue that there are better Beatles albums, yet no album is as historically important as this. After Sgt. Pepper, there were no rules to follow -- rock and pop bands could try anything, for better or worse. Ironically, few tried to achieve the sweeping, all-encompassing embrace of music as the Beatles did here."
